ISO,Year,HDI_UNDP,IHDI,PHDI,GII,GDI,VDem_Score
NLD,2018,0.947,0.876,0.734,0.027,0.961,
NLD,2019,0.95,0.88,0.736,0.027,0.962,
NLD,2020,0.945,0.874,0.735,0.024,0.961,
NLD,2021,0.951,0.887,0.734,0.017,0.968,
NLD,2022,0.953,0.891,0.74,0.017,0.968,
NLD,2023,0.955,0.892,0.74,0.013,0.971,
NZL,2010,0.926,,0.738,0.165,0.963,
NZL,2011,0.927,,0.731,0.163,0.97,
NZL,2012,0.929,,0.729,0.155,0.972,
NZL,2013,0.933,,0.728,0.145,0.971,
NZL,2014,0.932,,0.721,0.141,0.962,
NZL,2015,0.934,,0.729,0.136,0.962,
NZL,2016,0.938,,0.729,0.126,0.972,
NZL,2017,0.936,,0.727,0.11,0.968,
NZL,2018,0.938,,0.732,0.103,0.978,
NZL,2019,0.938,0.852,0.733,0.097,0.968,
NZL,2020,0.94,0.856,0.739,0.085,0.969,
NZL,2021,0.939,0.854,0.724,0.079,0.97,
NZL,2022,0.933,0.847,0.726,0.078,0.969,
NZL,2023,0.938,0.853,0.731,0.082,0.973,
NIC,2010,0.651,0.488,0.625,0.478,0.955,
NIC,2011,0.657,0.494,0.629,0.434,0.963,
NIC,2012,0.664,0.5,0.632,0.426,0.98,
NIC,2013,0.668,0.504,0.636,0.425,0.968,
NIC,2014,0.674,0.506,0.642,0.431,0.977,
NIC,2015,0.679,0.51,0.646,0.431,0.948,
NIC,2016,0.684,0.514,0.649,0.424,0.947,
NIC,2017,0.688,0.518,0.655,0.424,0.945,
NIC,2018,0.69,0.52,0.655,0.423,0.946,
NIC,2019,0.69,0.521,0.656,0.421,0.948,
NIC,2020,0.676,0.511,0.642,0.418,0.955,
NIC,2021,0.682,0.515,0.646,0.412,0.954,
NIC,2022,0.701,0.53,0.664,0.408,0.952,
NIC,2023,0.706,0.535,0.668,0.408,0.952,
NER,2010,0.339,,0.334,0.692,0.783,
NER,2011,0.346,,0.342,0.669,0.729,
NER,2012,0.356,0.228,0.351,0.72,0.703,
NER,2013,0.362,0.232,0.357,0.682,0.772,
NER,2014,0.369,0.233,0.363,0.664,0.839,
NER,2015,0.374,0.237,0.366,0.659,0.805,
NER,2016,0.38,0.241,0.372,0.657,0.792,
NER,2017,0.384,0.243,0.376,0.666,0.77,
NER,2018,0.391,0.248,0.382,0.636,0.809,
NER,2019,0.4,0.251,0.391,0.625,0.856,
NER,2020,0.404,0.255,0.393,0.622,0.841,
NER,2021,0.413,0.26,0.404,0.596,0.848,
NER,2022,0.414,0.262,0.405,0.591,0.891,
NER,2023,0.419,0.265,0.41,0.591,0.855,
NGA,2010,0.502,,0.49,0.67,0.847,
NGA,2011,0.508,0.32,0.496,0.675,0.859,
NGA,2012,0.512,0.323,0.501,0.676,0.848,
NGA,2013,0.517,0.33,0.504,0.677,0.846,
NGA,2014,0.524,0.336,0.511,0.677,0.856,
NGA,2015,0.53,0.34,0.517,0.681,0.857,
NGA,2016,0.532,0.352,0.519,0.679,0.859,
NGA,2017,0.534,0.354,0.521,0.675,0.867,
NGA,2018,0.537,0.352,0.524,0.672,0.86,
NGA,2019,0.544,0.359,0.53,0.69,0.835,
NGA,2020,0.547,0.362,0.533,0.679,0.867,
NGA,2021,0.554,0.373,0.542,0.673,0.88,
NGA,2022,0.557,0.376,0.545,0.671,0.887,
NGA,2023,0.56,0.379,0.548,0.677,0.892,
MKD,2010,0.765,0.625,0.708,0.18,0.935,
MKD,2011,0.771,0.647,0.707,0.173,0.939,
MKD,2012,0.775,0.654,0.714,0.173,0.938,
MKD,2013,0.782,0.666,0.72,0.162,0.942,
MKD,2014,0.788,0.678,0.725,0.166,0.95,
MKD,2015,0.795,0.689,0.737,0.162,0.944,
MKD,2016,0.8,0.689,0.744,0.162,0.943,
MKD,2017,0.807,0.702,0.741,0.151,0.943,
MKD,2018,0.814,0.718,0.749,0.146,0.947,
MKD,2019,0.805,0.716,0.744,0.14,0.949,
MKD,2020,0.783,0.693,0.726,0.139,0.95,
MKD,2021,0.781,0.692,0.727,0.133,0.95,
MKD,2022,0.811,0.722,0.753,0.127,0.957,
MKD,2023,0.815,0.723,0.754,0.112,0.955,
NOR,2010,0.947,0.893,0.703,0.07,0.997,
NOR,2011,0.949,0.895,0.71,0.061,1.001,
NOR,2012,0.95,0.896,0.714,0.054,1.001,
NOR,2013,0.953,0.898,0.711,0.049,1.0,
NOR,2014,0.956,0.9,0.718,0.045,0.999,
NOR,2015,0.959,0.903,0.735,0.04,0.997,
NOR,2016,0.962,0.903,0.725,0.034,0.993,
NOR,2017,0.965,0.906,0.73,0.023,0.995,
NOR,2018,0.966,0.906,0.725,0.018,0.997,
NOR,2019,0.967,0.909,0.719,0.014,0.994,
NOR,2020,0.969,0.91,0.731,0.009,0.99,
NOR,2021,0.969,0.906,0.727,0.01,0.996,
NOR,2022,0.967,0.904,0.717,0.004,0.997,
NOR,2023,0.97,0.909,0.723,0.004,0.995,
OMN,2010,0.804,,0.492,0.33,0.907,
OMN,2011,0.822,0.649,0.523,0.319,0.91,
OMN,2012,0.824,0.651,0.522,0.316,0.92,
OMN,2013,0.827,0.653,0.532,0.321,0.932,
OMN,2014,0.831,0.656,0.561,0.313,0.934,
OMN,2015,0.838,0.682,0.553,0.315,0.941,
OMN,2016,0.845,0.689,0.571,0.304,0.949,
OMN,2017,0.848,0.724,0.586,0.277,0.948,
OMN,2018,0.854,0.729,0.607,0.269,0.946,
OMN,2019,0.857,0.732,0.611,0.242,0.945,
OMN,2020,0.843,0.721,0.594,0.239,0.942,
OMN,2021,0.834,0.699,0.577,0.242,0.935,
OMN,2022,0.846,0.739,0.573,0.222,0.938,
OMN,2023,0.858,0.75,0.581,0.222,0.945,
PAK,2010,0.5,0.32,0.49,0.595,0.726,
PAK,2011,0.504,0.325,0.493,0.59,0.727,
PAK,2012,0.508,0.329,0.497,0.583,0.7,
PAK,2013,0.512,0.332,0.501,0.576,0.742,
PAK,2014,0.522,0.339,0.51,0.572,0.75,
PAK,2015,0.527,0.344,0.515,0.563,0.759,
PAK,2016,0.535,0.348,0.521,0.563,0.741,
PAK,2017,0.537,0.351,0.522,0.559,0.755,
PAK,2018,0.538,0.353,0.523,0.563,0.761,
PAK,2019,0.54,0.358,0.525,0.555,0.815,
PAK,2020,0.536,0.357,0.521,0.544,0.831,
PAK,2021,0.537,0.358,0.521,0.541,0.84,
PAK,2022,0.544,0.364,0.528,0.538,0.839,
PAK,2023,0.544,0.364,0.529,0.536,0.838,
PLW,2010,0.779,,,,0.985,
PLW,2011,0.784,,,,0.985,
PLW,2012,0.787,,,,0.985,
PLW,2013,0.791,,,,0.984,
PLW,2014,0.795,0.628,,,1.012,
PLW,2015,0.802,0.634,,,1.003,
PLW,2016,0.804,0.635,,,1.003,
PLW,2017,0.804,0.634,,,1.002,
PLW,2018,0.805,0.634,,,1.0,
PLW,2019,0.806,0.635,,,1.0,
PLW,2020,0.799,0.626,,,1.002,
PLW,2021,0.789,0.618,,,0.995,
PLW,2022,0.786,0.615,,,0.994,
PLW,2023,0.786,0.616,,,0.992,
PSE,2010,0.691,0.557,0.668,,0.833,
PSE,2011,0.698,0.561,0.675,,0.848,
PSE,2012,0.704,0.573,0.68,,0.856,
PSE,2013,0.706,0.578,0.682,,0.859,
PSE,2014,0.7,0.57,0.678,,0.872,
PSE,2015,0.712,0.585,0.684,,0.873,
PSE,2016,0.717,0.591,0.69,,0.874,
PSE,2017,0.721,0.587,0.693,,0.876,
PSE,2018,0.725,0.593,0.695,,0.881,
PSE,2019,0.729,0.598,0.699,,0.885,
PSE,2020,0.718,0.591,0.696,,0.881,
PSE,2021,0.718,0.589,0.695,,0.885,
PSE,2022,0.733,0.605,0.71,,0.894,
PSE,2023,0.674,0.538,0.653,,0.945,
PAN,2010,0.775,0.602,0.723,0.482,0.999,
PAN,2011,0.781,0.606,0.728,0.482,1.001,
PAN,2012,0.798,0.62,0.733,0.479,1.005,
PAN,2013,0.799,0.625,0.728,0.475,1.001,
PAN,2014,0.798,0.626,0.728,0.424,1.008,
PAN,2015,0.803,0.629,0.734,0.419,1.006,
PAN,2016,0.81,0.639,0.741,0.416,1.008,
PAN,2017,0.815,0.64,0.751,0.412,1.01,
PAN,2018,0.82,0.645,0.758,0.404,1.013,
PAN,2019,0.824,0.648,0.758,0.392,1.011,
PAN,2020,0.808,0.639,0.762,0.377,1.028,
PAN,2021,0.819,0.65,0.637,0.381,1.016,
PAN,2022,0.835,0.66,0.648,0.38,1.014,
PAN,2023,0.839,0.664,0.643,0.374,1.014,
PNG,2010,0.503,,0.486,0.682,0.898,
PNG,2011,0.508,,0.489,0.676,0.9,
PNG,2012,0.514,,0.495,0.621,0.904,
PNG,2013,0.522,,0.511,0.614,0.908,
PNG,2014,0.534,,0.524,0.609,0.913,
PNG,2015,0.543,,0.533,0.6,0.917,
PNG,2016,0.55,0.39,0.54,0.596,0.919,
PNG,2017,0.555,0.395,0.545,0.82,0.921,
PNG,2018,0.559,0.399,0.549,0.818,0.922,
PNG,2019,0.566,0.404,0.556,0.816,0.925,
PNG,2020,0.567,0.406,0.556,0.816,0.928,
PNG,2021,0.567,0.407,0.557,0.816,0.927,
PNG,2022,0.572,0.419,0.562,0.608,0.927,
PNG,2023,0.576,0.423,0.566,0.584,0.926,
PRY,2010,0.709,0.538,0.651,0.483,0.956,
PRY,2011,0.715,0.539,0.644,0.479,0.969,
PRY,2012,0.719,0.561,0.651,0.463,0.978,
PRY,2013,0.73,0.569,0.657,0.443,0.981,
PRY,2014,0.733,0.563,0.655,0.449,0.976,
PRY,2015,0.737,0.578,0.661,0.452,0.984,
PRY,2016,0.737,0.576,0.666,0.44,0.984,
PRY,2017,0.74,0.58,0.666,0.441,0.989,
PRY,2018,0.744,0.592,0.672,0.44,0.988,
PRY,2019,0.747,0.594,0.675,0.436,0.991,
PRY,2020,0.742,0.593,0.674,0.435,0.995,
PRY,2021,0.723,0.581,0.658,0.432,1.0,
PRY,2022,0.747,0.592,0.682,0.431,0.988,
PRY,2023,0.756,0.599,0.689,0.412,0.988,
PER,2010,0.731,0.541,0.697,0.396,0.94,
PER,2011,0.738,0.547,0.704,0.408,0.944,
PER,2012,0.748,0.557,0.71,0.405,0.947,
PER,2013,0.757,0.574,0.719,0.404,0.948,
PER,2014,0.763,0.579,0.723,0.393,0.946,
PER,2015,0.768,0.586,0.73,0.391,0.949,
PER,2016,0.775,0.596,0.737,0.37,0.95,
PER,2017,0.775,0.601,0.739,0.365,0.953,
PER,2018,0.78,0.61,0.743,0.365,0.953,
PER,2019,0.784,0.62,0.747,0.367,0.956,
PER,2020,0.769,0.591,0.735,0.373,0.974,
PER,2021,0.764,0.608,0.729,0.342,0.967,
PER,2022,0.79,0.63,0.753,0.341,0.952,
PER,2023,0.794,0.633,0.757,0.34,0.959,
PHL,2010,0.669,0.534,0.649,0.442,0.99,
PHL,2011,0.674,0.538,0.653,0.438,0.991,
PHL,2012,0.681,0.543,0.659,0.434,0.993,
PHL,2013,0.687,0.553,0.665,0.421,0.993,
PHL,2014,0.689,0.554,0.657,0.407,0.996,
PHL,2015,0.69,0.562,0.658,0.403,0.996,
PHL,2016,0.69,0.561,0.655,0.394,1.0,
PHL,2017,0.694,0.568,0.658,0.391,1.002,
PHL,2018,0.7,0.58,0.663,0.381,0.998,
PHL,2019,0.708,0.587,0.67,0.371,0.999,
PHL,2020,0.699,0.58,0.665,0.362,0.994,
PHL,2021,0.69,0.576,0.654,0.356,0.999,
PHL,2022,0.714,0.592,0.676,0.352,1.002,
PHL,2023,0.72,0.597,0.68,0.351,0.984,
POL,2010,0.852,0.765,0.73,0.17,1.011,
POL,2011,0.858,0.771,0.729,0.152,1.013,
POL,2012,0.863,0.774,0.74,0.151,1.012,
POL,2013,0.873,0.783,0.754,0.149,1.012,
POL,2014,0.873,0.789,0.754,0.144,1.01,
POL,2015,0.879,0.797,0.758,0.133,1.008,
POL,2016,0.884,0.807,0.761,0.131,1.01,
POL,2017,0.882,0.809,0.756,0.125,1.009,
POL,2018,0.884,0.809,0.758,0.119,1.012,
POL,2019,0.887,0.811,0.765,0.108,1.01,
POL,2020,0.88,0.795,0.76,0.099,1.014,
POL,2021,0.884,0.797,0.763,0.087,1.018,
POL,2022,0.902,0.815,0.785,0.08,1.018,
POL,2023,0.906,0.817,0.792,0.081,1.012,
PRT,2010,0.836,0.722,0.718,0.127,0.995,
PRT,2011,0.843,0.722,0.737,0.12,0.992,
PRT,2012,0.844,0.718,0.754,0.114,0.991,
PRT,2013,0.849,0.725,0.768,0.099,0.991,
PRT,2014,0.854,0.73,0.772,0.091,0.991,
PRT,2015,0.857,0.737,0.771,0.083,0.989,
PRT,2016,0.859,0.743,0.768,0.081,0.99,
PRT,2017,0.864,0.751,0.776,0.083,0.991,
PRT,2018,0.866,0.759,0.777,0.08,0.995,
PRT,2019,0.872,0.767,0.783,0.077,0.994,
PRT,2020,0.87,0.773,0.782,0.071,0.995,
PRT,2021,0.876,0.772,0.786,0.062,0.997,
PRT,2022,0.883,0.78,0.791,0.073,1.002,
PRT,2023,0.89,0.795,0.797,0.076,1.0,
QAT,2010,0.834,,0.293,0.663,1.011,
QAT,2011,0.835,,0.211,0.665,1.004,
QAT,2012,0.846,,0.222,0.668,1.015,
QAT,2013,0.859,,0.275,0.673,1.006,
QAT,2014,0.857,,0.198,0.662,1.016,
QAT,2015,0.86,,0.308,0.657,1.027,
QAT,2016,0.861,,0.275,0.649,1.029,
QAT,2017,0.87,,0.342,0.175,1.026,
QAT,2018,0.876,,0.351,0.168,1.022,
QAT,2019,0.88,,0.325,0.162,1.026,
QAT,2020,0.872,,0.321,0.152,1.032,
QAT,2021,0.866,,0.326,0.19,1.024,
QAT,2022,0.883,,0.305,0.195,1.045,
QAT,2023,0.886,,0.276,0.195,1.036,
ROU,2010,0.822,0.722,0.744,0.342,0.987,
ROU,2011,0.823,0.723,0.731,0.321,0.985,
ROU,2012,0.817,0.714,0.731,0.305,0.981,
ROU,2013,0.821,0.717,0.742,0.297,0.981,
ROU,2014,0.82,0.716,0.739,0.293,0.983,
ROU,2015,0.823,0.711,0.738,0.29,0.981,
ROU,2016,0.823,0.723,0.741,0.297,0.983,
ROU,2017,0.828,0.735,0.738,0.252,0.989,
ROU,2018,0.833,0.734,0.732,0.241,0.99,
ROU,2019,0.838,0.741,0.736,0.228,0.993,
ROU,2020,0.832,0.738,0.737,0.223,0.995,
ROU,2021,0.829,0.732,0.724,0.229,0.992,
ROU,2022,0.84,0.749,0.736,0.226,0.991,
ROU,2023,0.845,0.758,0.739,0.227,0.986,
RUS,2010,0.808,0.717,0.7,0.274,1.037,
RUS,2011,0.822,0.733,0.704,0.258,1.033,
RUS,2012,0.825,0.729,0.706,0.242,1.029,
RUS,2013,0.83,0.735,0.709,0.23,1.027,
RUS,2014,0.831,0.741,0.713,0.221,1.026,
RUS,2015,0.833,0.748,0.717,0.206,1.023,
RUS,2016,0.835,0.752,0.716,0.196,1.019,
RUS,2017,0.838,0.756,0.716,0.179,1.009,
RUS,2018,0.845,0.767,0.726,0.169,1.016,
RUS,2019,0.847,0.771,0.722,0.16,1.012,
RUS,2020,0.818,0.744,0.696,0.181,1.012,
RUS,2021,0.813,0.74,0.694,0.179,1.004,
RUS,2022,0.826,0.753,0.703,0.171,1.016,
RUS,2023,0.832,0.758,0.71,0.169,1.023,
RWA,2010,0.504,0.31,0.496,0.451,0.936,
RWA,2011,0.512,0.332,0.504,0.446,0.94,
RWA,2012,0.521,0.34,0.513,0.436,0.942,
RWA,2013,0.499,0.327,0.491,0.427,0.947,
RWA,2014,0.525,0.35,0.518,0.42,0.941,
RWA,2015,0.525,0.351,0.517,0.42,0.946,
RWA,2016,0.534,0.358,0.526,0.413,0.938,
RWA,2017,0.539,0.364,0.531,0.41,0.91,
RWA,2018,0.54,0.366,0.532,0.411,0.934,
RWA,2019,0.55,0.377,0.541,0.408,0.934,
RWA,2020,0.555,0.38,0.546,0.398,0.939,
RWA,2021,0.562,0.386,0.551,0.397,0.922,
RWA,2022,0.57,0.392,0.559,0.398,0.922,
RWA,2023,0.578,0.399,0.567,0.394,0.922,
KNA,2010,0.791,,,,,
KNA,2011,0.8,,,,,
KNA,2012,0.808,,,,,
KNA,2013,0.818,,,,,
KNA,2014,0.829,,,,,
KNA,2015,0.83,,,,,
KNA,2016,0.832,,,,,
KNA,2017,0.834,,,,,
KNA,2018,0.835,,,,,
KNA,2019,0.839,,,,,
KNA,2020,0.828,,,,,
KNA,2021,0.818,,,,,
KNA,2022,0.829,,,,,
KNA,2023,0.84,,,,,
LCA,2010,0.749,,,0.369,1.005,
LCA,2011,0.755,,,0.35,1.007,
LCA,2012,0.748,,,0.368,1.005,
LCA,2013,0.741,,,0.37,1.003,
LCA,2014,0.746,,,0.368,1.008,
LCA,2015,0.757,,,0.362,0.994,
LCA,2016,0.76,,,0.342,1.018,
LCA,2017,0.757,0.51,,0.338,1.024,
LCA,2018,0.759,0.52,,0.332,1.019,
LCA,2019,0.745,0.511,,0.338,1.02,
LCA,2020,0.734,0.518,,0.338,1.026,
LCA,2021,0.724,0.5,,0.328,1.023,
LCA,2022,0.747,0.522,,0.329,1.016,
LCA,2023,0.748,0.523,,0.327,1.016,
VCT,2010,0.746,,,,,
VCT,2011,0.749,,,,,
VCT,2012,0.753,,,,,
VCT,2013,0.755,,,,,
VCT,2014,0.759,,,,,
VCT,2015,0.765,,,,,
VCT,2016,0.771,,,,,
VCT,2017,0.778,,,,,
VCT,2018,0.783,,,,,
VCT,2019,0.787,,,,,
VCT,2020,0.781,,,,,
VCT,2021,0.781,,,,,
VCT,2022,0.794,,,,,
VCT,2023,0.798,,,,,
WSM,2010,0.708,,,,0.928,
WSM,2011,0.711,,,,0.921,
WSM,2012,0.707,,,,0.971,
WSM,2013,0.706,,,,0.957,
WSM,2014,0.706,,,,0.958,
WSM,2015,0.708,,,,0.958,
WSM,2016,0.712,,,,0.959,
WSM,2017,0.712,,,,0.985,
WSM,2018,0.711,,,,0.959,
WSM,2019,0.708,0.605,,0.438,0.959,
WSM,2020,0.708,0.607,,0.429,0.961,
WSM,2021,0.706,0.606,,0.444,0.956,
WSM,2022,0.703,0.604,,0.416,0.975,
WSM,2023,0.708,0.609,,0.416,0.955,
SMR,2010,0.905,,,,1.014,
SMR,2011,0.902,,,,0.996,
SMR,2012,0.893,,,,0.986,
SMR,2013,0.896,,,,0.985,
SMR,2014,0.897,,,,0.984,
SMR,2015,0.896,,,,0.983,
SMR,2016,0.898,,,,0.982,
SMR,2017,0.903,,,,0.993,
SMR,2018,0.904,,,,0.992,
SMR,2019,0.908,,,,0.993,
SMR,2020,0.895,,,,0.995,
SMR,2021,0.903,,,,0.985,
SMR,2022,0.91,,,,0.99,
SMR,2023,0.915,,,,0.991,
STP,2010,0.564,0.427,,0.535,0.924,
STP,2011,0.569,0.432,,0.54,0.929,
STP,2012,0.574,0.438,,0.527,0.933,
STP,2013,0.585,0.448,,0.521,0.935,
STP,2014,0.596,0.461,,0.51,0.936,
STP,2015,0.608,0.473,,0.502,0.949,
STP,2016,0.613,0.478,,0.506,0.955,
STP,2017,0.617,0.458,,0.491,0.965,
STP,2018,0.621,0.463,,0.503,0.964,
STP,2019,0.625,0.465,,0.497,0.968,
STP,2020,0.628,0.469,,0.47,0.975,
STP,2021,0.631,0.471,,0.468,0.978,
STP,2022,0.636,0.476,,0.493,0.98,
STP,2023,0.637,0.478,,0.492,0.98,
SAU,2010,0.801,,0.586,0.754,0.879,
SAU,2011,0.811,,0.599,0.751,0.901,
SAU,2012,0.819,,0.586,0.749,0.911,
SAU,2013,0.827,,0.589,0.309,0.914,
SAU,2014,0.841,,0.605,0.308,0.914,
SAU,2015,0.851,,0.603,0.301,0.913,
SAU,2016,0.86,,0.631,0.297,0.917,
SAU,2017,0.869,,0.645,0.309,0.899,
SAU,2018,0.875,,0.658,0.298,0.903,
SAU,2019,0.878,,0.658,0.283,0.906,
SAU,2020,0.875,,0.669,0.245,0.917,
SAU,2021,0.878,,0.661,0.22,0.928,
SAU,2022,0.893,,0.662,0.219,0.937,
SAU,2023,0.9,,0.666,0.228,0.931,
SEN,2010,0.477,0.294,0.464,0.575,0.879,
SEN,2011,0.491,0.304,0.478,0.566,0.912,
SEN,2012,0.499,0.308,0.486,0.54,0.896,
SEN,2013,0.504,0.313,0.49,0.531,0.897,
SEN,2014,0.508,0.315,0.494,0.529,0.897,
SEN,2015,0.509,0.316,0.495,0.528,0.905,
SEN,2016,0.516,0.319,0.501,0.51,0.915,
SEN,2017,0.517,0.322,0.501,0.519,0.892,
SEN,2018,0.522,0.324,0.505,0.508,0.904,
SEN,2019,0.52,0.33,0.503,0.506,0.882,
SEN,2020,0.522,0.332,0.504,0.501,0.913,
SEN,2021,0.522,0.333,0.504,0.497,0.919,
SEN,2022,0.526,0.337,0.508,0.493,0.927,
SEN,2023,0.53,0.34,0.512,0.49,0.924,
SRB,2010,0.775,,0.691,0.208,0.96,
SRB,2011,0.785,,0.694,0.204,0.962,
SRB,2012,0.788,,0.702,0.175,0.963,
SRB,2013,0.792,0.687,0.705,0.165,0.975,
SRB,2014,0.795,0.69,0.713,0.16,0.976,
SRB,2015,0.802,0.698,0.722,0.155,0.976,
SRB,2016,0.806,0.713,0.723,0.145,0.976,
SRB,2017,0.808,0.72,0.723,0.139,0.978,
SRB,2018,0.814,0.734,0.723,0.132,0.977,
SRB,2019,0.817,0.739,0.723,0.118,0.982,
SRB,2020,0.809,0.741,0.706,0.113,0.986,
SRB,2021,0.807,0.741,0.705,0.113,0.986,
SRB,2022,0.826,0.765,0.722,0.116,0.994,
SRB,2023,0.833,0.772,0.724,0.117,0.987,
SYC,2010,0.758,,,,0.989,
SYC,2011,0.772,,,,1.003,
SYC,2012,0.797,,,,0.982,
SYC,2013,0.797,,,,0.989,
SYC,2014,0.814,,,,1.015,
SYC,2015,0.819,,,,1.011,
SYC,2016,0.836,,,,1.011,
SYC,2017,0.844,,,,1.0,
SYC,2018,0.847,,,,1.004,
SYC,2019,0.85,0.756,,,1.014,
SYC,2020,0.853,0.757,,,1.029,
SYC,2021,0.838,0.745,,,0.995,
SYC,2022,0.836,0.743,,,0.993,
SYC,2023,0.848,0.755,,,1.004,
SLE,2010,0.41,,0.404,0.652,0.816,
SLE,2011,0.416,0.233,0.41,0.646,0.816,
SLE,2012,0.418,0.236,0.412,0.643,0.816,
SLE,2013,0.436,0.25,0.428,0.639,0.819,
SLE,2014,0.438,0.252,0.43,0.637,0.829,
SLE,2015,0.432,0.251,0.424,0.632,0.816,
SLE,2016,0.441,0.258,0.433,0.622,0.816,
SLE,2017,0.445,0.262,0.437,0.622,0.817,
SLE,2018,0.451,0.267,0.444,0.615,0.834,
SLE,2019,0.455,0.269,0.448,0.612,0.823,
SLE,2020,0.454,0.27,0.447,0.613,0.825,
SLE,2021,0.458,0.274,0.45,0.612,0.826,
SLE,2022,0.463,0.278,0.455,0.611,0.83,
SLE,2023,0.467,0.281,0.459,0.566,0.83,
SGP,2010,0.932,0.806,0.684,0.075,0.985,
SGP,2011,0.933,0.802,0.671,0.075,0.986,
SGP,2012,0.933,0.801,0.665,0.068,0.987,
SGP,2013,0.934,0.803,0.673,0.06,0.986,
SGP,2014,0.934,0.804,0.696,0.054,0.987,
SGP,2015,0.935,0.807,0.704,0.05,0.988,
SGP,2016,0.934,0.805,0.688,0.048,0.988,
SGP,2017,0.935,0.806,0.67,0.049,0.989,
SGP,2018,0.939,0.813,0.674,0.049,0.988,
SGP,2019,0.942,0.817,0.679,0.047,0.99,
SGP,2020,0.944,0.819,0.667,0.034,0.991,
SGP,2021,0.948,0.825,0.641,0.03,0.993,
SGP,2022,0.942,0.819,0.626,0.032,0.996,
SGP,2023,0.946,0.823,0.618,0.031,0.994,
SVK,2010,0.851,0.801,0.741,0.203,0.995,
SVK,2011,0.856,0.798,0.744,0.201,0.993,
SVK,2012,0.856,0.797,0.752,0.189,0.992,
SVK,2013,0.858,0.801,0.754,0.189,0.991,
SVK,2014,0.859,0.799,0.753,0.191,0.993,
SVK,2015,0.861,0.807,0.756,0.191,0.995,
SVK,2016,0.864,0.808,0.751,0.192,0.993,
SVK,2017,0.865,0.816,0.755,0.194,0.996,
SVK,2018,0.868,0.821,0.753,0.194,0.997,
SVK,2019,0.871,0.819,0.756,0.193,0.995,
SVK,2020,0.867,0.821,0.758,0.183,0.996,
SVK,2021,0.859,0.811,0.742,0.178,1.003,
SVK,2022,0.873,0.824,0.764,0.178,1.003,
SVK,2023,0.88,0.833,0.77,0.176,0.999,
SVN,2010,0.896,0.849,0.748,0.127,1.005,
SVN,2011,0.897,0.845,0.747,0.077,1.009,
SVN,2012,0.897,0.842,0.758,0.07,1.005,
SVN,2013,0.907,0.852,0.773,0.07,0.996,
SVN,2014,0.907,0.854,0.774,0.066,1.0,
SVN,2015,0.909,0.859,0.78,0.062,1.001,
SVN,2016,0.914,0.865,0.781,0.057,1.001,
SVN,2017,0.918,0.87,0.785,0.053,1.001,
SVN,2018,0.922,0.875,0.788,0.072,1.002,
SVN,2019,0.923,0.876,0.784,0.069,1.003,
SVN,2020,0.918,0.873,0.792,0.066,1.002,
SVN,2021,0.924,0.879,0.784,0.064,1.004,
SVN,2022,0.926,0.878,0.788,0.04,1.001,
SVN,2023,0.931,0.885,0.791,0.042,0.997,
SLB,2010,0.564,,,,0.931,
SLB,2011,0.567,,,,0.929,
SLB,2012,0.57,,,,0.928,
SLB,2013,0.576,0.471,,0.578,0.923,
SLB,2014,0.575,0.47,,0.579,0.925,
SLB,2015,0.576,0.472,,0.578,0.924,
SLB,2016,0.578,0.474,,0.574,0.923,
SLB,2017,0.581,0.477,,0.573,0.921,
SLB,2018,0.582,0.479,,0.568,0.921,
SLB,2019,0.583,0.48,,0.525,0.922,
SLB,2020,0.579,0.477,,0.495,0.927,
SLB,2021,0.577,0.476,,0.481,0.924,
SLB,2022,0.583,0.481,,0.479,0.926,
SLB,2023,0.584,0.483,,0.478,0.927,
SOM,2022,0.385,0.21,0.377,0.676,0.787,
SOM,2023,0.404,0.229,0.396,0.675,0.793,
ZAF,2010,0.669,,0.603,0.441,0.962,
ZAF,2011,0.683,,0.616,0.437,0.968,
ZAF,2012,0.696,0.446,0.628,0.429,0.972,
ZAF,2013,0.705,0.451,0.638,0.428,0.977,
ZAF,2014,0.713,0.461,0.646,0.429,0.982,
ZAF,2015,0.722,0.467,0.659,0.425,0.97,
ZAF,2016,0.722,0.463,0.659,0.411,0.987,
ZAF,2017,0.726,0.469,0.662,0.406,0.983,
ZAF,2018,0.732,0.472,0.669,0.395,0.966,
ZAF,2019,0.742,0.477,0.677,0.395,0.959,
ZAF,2020,0.724,0.471,0.665,0.391,0.967,
ZAF,2021,0.721,0.465,0.663,0.392,0.982,
ZAF,2022,0.737,0.472,0.68,0.391,0.996,
ZAF,2023,0.741,0.476,0.685,0.388,0.996,
SSD,2010,0.42,0.231,,,,
SSD,2011,0.422,0.233,0.421,,,
SSD,2012,0.389,0.216,0.379,,,
SSD,2013,0.391,0.217,0.382,,,
SSD,2014,0.343,0.175,0.334,,,
SSD,2015,0.317,0.153,0.309,,,
SSD,2016,0.297,0.141,0.291,,,
SSD,2017,0.292,0.142,0.287,,,
SSD,2018,0.371,0.206,0.365,,,
SSD,2019,0.403,0.234,0.392,,,
SSD,2020,0.398,0.231,0.382,,,
SSD,2021,0.393,0.228,0.387,,,
SSD,2022,0.388,0.225,0.382,,,
SSD,2023,0.388,0.226,0.383,,,
ESP,2010,0.875,,0.754,0.104,0.981,
ESP,2011,0.879,,0.764,0.095,0.981,
ESP,2012,0.881,,0.78,0.089,0.981,
ESP,2013,0.886,,0.775,0.083,0.981,
